rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1104,2700,Diversified,Karsanbhai Patel,79,India,Ahmedabad,Consumer goods,Diversified,India,,TRUE,D,M,16254,Patel,Karsanbhai,,45020.20903,,,1944,1,7,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Real Estate,Richard Peery,84,United States,Palo Alto,Real estate,Real Estate,United States,,TRUE,D,M,13890,Peery,Richard,,45020.20903,California,West,1938,10,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Metals & Mining,Gianfelice Rocca,75,,,Pipe Manufacturing,Metals & Mining,Italy,,FALSE,Split Family Fortune,M,17566,Rocca,Gianfelice,,45020.20903,,,1948,3,2,,,,,,,,,,,
1104,2700,Metals & Mining,Paolo Rocca,70,,,Pipe Manufacturing,Metals & Mining,Italy,,FALSE,Split Family Fortune,M,10/14/1952 0:00,Rocca,Paolo,,45020.20903,,,1952,10,14,,,,,,,,,,,
1104,2700,Healthcare,Wayne Rothbaum,55,United States,Delray Beach,Biotech investing,Healthcare,United States,,TRUE,N,M,2/17/1968 0:00,Rothbaum,Wayne,Investor,45020.20903,Florida,South,1968,2,17,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Technology,Jeff Rothschild,68,United States,Palo Alto,Facebook,Technology,United States,Meta Platforms,TRUE,D,M,20121,Rothschild,Jeff,Advisor,45020.20903,California,West,1955,1,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Technology,Raj Sardana,63,United States,Atlanta,Technology services,Technology,United States,,TRUE,N,M,22131,Sardana,Raj,,45020.20903,Georgia,South,1960,3,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Manufacturing,Salil Singhal,75,India,Delhi,Agrochemicals,Manufacturing,India,,FALSE,U,M,7/21/1947 0:00,Singhal,Salil,,45020.20903,,,1947,7,21,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Logistics,Alexander Skorobogatko,55,Russia,Moscow,"Real estate, airport",Logistics,Russia,,TRUE,U,M,9/25/1967 0:00,Skorobogatko,Alexander,,45020.20903,,,1967,9,25,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Technology,Evan Spiegel,32,United States,Los Angeles,Snapchat,Technology,United States,Snap,TRUE,D,M,32969,Spiegel,Evan,Cofounder,45020.20903,California,West,1990,6,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Service,Glen Taylor,81,United States,Mankato,Printing,Service,United States,,TRUE,U,M,4/20/1941 0:00,Taylor,Glen,,45020.20903,Minnesota,Midwest,1941,4,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Media & Entertainment,Thomas Tull,52,United States,Pittsburgh,"Movies, investments",Media & Entertainment,United States,,TRUE,U,M,25878,Tull,Thomas,,45020.20903,Pennsylvania,Northeast,1970,6,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Metals & Mining,Bulat Utemuratov,65,Kazakhstan,Nur-Sultan,"Mining, banking, hotels",Metals & Mining,Kazakhstan,,TRUE,D,M,21186,Utemuratov,Bulat,,45020.20903,,,1958,1,1,182.75,5.2,1.80162E+11,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
1104,2700,Food & Beverage,Gustav Magnar Witzoe,29,Norway,Kverva,Fish farming,Food & Beverage,Norway,,FALSE,D,M,4/22/1993 0:00,Witzoe,Gustav Magnar,,45020.20903,,,1993,4,22,120.27,2.2,4.03336E+11,82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
1104,2700,Manufacturing,Wong Man Li,58,Hong Kong,Hong Kong,Furniture,Manufacturing,Hong Kong,,TRUE,D,M,24078,Wong,Man Li,,45020.20903,,,1965,2,12,,,,,,,,,,,
1104,2700,Healthcare,Guangming Wu,61,China,Danyang,Medical equipment,Healthcare,China,,TRUE,D,M,2/27/1962 0:00,Wu,Guangming,,45020.20903,,,1962,2,27,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Healthcare,Zhu Yi,59,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,N,M,23023,Zhu ,Yi ,,45020.20903,,,1963,12,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Real Estate,Ben Ashkenazy,53,United States,New York,Real estate,Real Estate,United States,,TRUE,D,M,9/23/1969 0:00,Ashkenazy,Ben,,45020.20903,New York,Northeast,1969,9,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Finance & Investments,Felix Baker,54,United States,New York,Biotech investing,Finance & Investments,United States,,TRUE,D,M,3/29/1969 0:00,Baker,Felix,,45020.20903,New York,Northeast,1969,3,29,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Finance & Investments,Julian Baker,56,United States,New York,Investing,Finance & Investments,United States,,TRUE,D,M,5/21/1966 0:00,Baker,Julian,,45020.20903,New York,Northeast,1966,5,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Media & Entertainment,David Baszucki,60,United States,San Francisco,Online games,Media & Entertainment,United States,,TRUE,U,M,1/20/1963 0:00,Baszucki,David,,45020.20903,California,West,1963,1,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Food & Beverage,Joesley Batista,51,Brazil,Sao Paulo,Beef processing,Food & Beverage,Brazil,,FALSE,D,M,26421,Batista,Joesley,,45020.20903,,,1972,2,5,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1164,2600,Food & Beverage,Wesley Batista,50,Brazil,Sao Paulo,Beef packing,Food & Beverage,Brazil,,FALSE,D,M,26523,Batista,Wesley,,45020.20903,,,1972,12,8,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1164,2600,Media & Entertainment,Yvonne Bauer,46,Germany,Hamburg,"Magazines, media",Media & Entertainment,Germany,,FALSE,D,F,3/29/1977 0:00,Bauer,Yvonne,,45020.20903,,,1977,3,29,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Manufacturing,Miriam Baumann-Blocher,48,Switzerland,Rheinfelden,Chemicals,Manufacturing,Switzerland,,FALSE,D,F,27395,Baumann-Blocher,Miriam,,45020.20903,,,1975,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1164,2600,Healthcare,Cen Junda,58,China,Lianyungang,Pharmaceuticals,Healthcare,China,,TRUE,U,M,6/18/1964 0:00,Cen,Junda,,45020.20903,,,1964,6,18,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Finance & Investments,Richard Chandler,64,Singapore,Singapore,Investments,Finance & Investments,New Zealand,,FALSE,U,M,21551,Chandler,Richard,,45020.20903,,,1959,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1164,2600,Manufacturing,Chen Zhiping,47,China,Shenzhen,E-cigarettes,Manufacturing,China,,TRUE,D,M,27760,Chen,Zhiping,,45020.20903,,,1976,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Service,Fernando Chico Pardo,71,Mexico,Mexico City,Airport management,Service,Mexico,,TRUE,U,M,2/15/1952 0:00,Chico Pardo,Fernando,,45020.20903,,,1952,2,15,141.54,3.6,1.25829E+12,40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
1164,2600,Energy,Ray Davis,81,United States,Dallas,Pipelines,Energy,United States,,TRUE,U,M,12/18/1941 0:00,Davis,Ray,,45020.20903,Texas,South,1941,12,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Construction & Engineering,Maria Del Pino,67,Spain,Madrid,Construction,Construction & Engineering,Spain,,FALSE,U,F,3/19/1956 0:00,Del Pino,Maria,,45020.20903,,,1956,3,19,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1164,2600,Manufacturing,Deng Weiming & family,54,China,Changsha,Battery components,Manufacturing,China,,TRUE,D,M,24846,Deng,Weiming,,45020.20903,,,1968,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Food & Beverage,"John Dorrance, III.",79,Ireland,Dublin,Campbell Soup,Food & Beverage,Ireland,,FALSE,D,M,16072,Dorrance,John,,45020.20903,,,1944,1,1,,,,,,,,,,,
1164,2600,Diversified,Carl Douglas,61,Sweden,Stockholm,Investments,Diversified,Sweden,,FALSE,D,M,22406,Douglas,Carl,,45020.20903,,,1961,5,5,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1164,2600,Diversified,Eric Douglas,54,Sweden,Stockholm,Investments,Diversified,Sweden,,FALSE,D,M,24842,Douglas,Eric,,45020.20903,,,1968,5,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1164,2600,Manufacturing,Fiona Geminder,58,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,FALSE,D,F,23388,Geminder,Fiona,,45020.20903,,,1964,12,1,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1164,2600,Finance & Investments,Stewart Horejsi & family,85,United States,Phoenix,Berkshire Hathaway,Finance & Investments,United States,,TRUE,D,M,9/19/1937 0:00,Horejsi,Stewart,,45020.20903,Arizona,West,1937,9,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Healthcare,Hou Juncheng,58,China,Hangzhou,Cosmetics,Healthcare,China,,TRUE,U,M,12/17/1964 0:00,Hou,Juncheng,,45020.20903,,,1964,12,17,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Construction & Engineering,Zhenda Huang & family,75,China,Shantou,Construction,Construction & Engineering,China,,TRUE,D,M,17176,Huang,Zhenda,,45020.20903,,,1947,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Service,Dmitry Kamenshchik,54,Russia,Moscow,Airport,Service,Russia,,TRUE,U,M,4/26/1968 0:00,Kamenshchik,Dmitry,,45020.20903,,,1968,4,26,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1164,2600,Finance & Investments,Alicia Koplowitz,69,Spain,Madrid,"Construction, investments",Finance & Investments,Spain,,FALSE,D,F,19702,Koplowitz,Alicia,,45020.20903,,,1953,9,12,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1164,2600,Real Estate,Adam Kwok,40,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,U,M,30320,Kwok,Adam,,45020.20903,,,1983,4,1,,,,,,,,,,,
1164,2600,Finance & Investments,Henry Laufer,77,United States,Lake Worth,Hedge funds,Finance & Investments,United States,,TRUE,U,M,8/13/1945 0:00,Laufer,Henry,Investor,45020.20903,Florida,South,1945,8,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Food & Beverage,Louis Le Duff,76,France,Paris,Bakeries,Food & Beverage,France,,TRUE,U,M,16810,Le Duff,Louis,,45020.20903,,,1946,8,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1164,2600,Technology,Mark Leonard & family,66,Canada,Toronto,Software,Technology,Canada,,TRUE,U,M,20611,Leonard,Mark,,45020.20903,,,1956,5,6,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1164,2600,Automotive,Li Guoqiang,59,China,Beijing,Auto dealerships,Automotive,China,,TRUE,D,M,23377,Li,Guoqiang,,45020.20903,,,1964,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Service,Li Yongxin,47,China,Beijing,Education,Service,China,,TRUE,D,M,28006,Li,Yongxin,,45020.20903,,,1976,3,9,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Finance & Investments,Peter Lim,69,Singapore,Singapore,Investments,Finance & Investments,Singapore,,TRUE,U,M,19365,Lim,Peter,,45020.20903,,,1953,6,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1164,2600,Diversified,Lu Weiding,52,China,Hangzhou,Diversified,Diversified,China,,FALSE,D,M,25936,Lu,Weiding,,45020.20903,,,1971,3,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Service,Sergio Mantegazza,95,Switzerland,Lugano,Travel,Service,Switzerland,,TRUE,D,M,10/31/1927 0:00,Mantegazza,Sergio,,45020.20903,,,1927,10,31,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1164,2600,Finance & Investments,Hans Melchers,84,Netherlands,Vorden,"Chemicals, investments",Finance & Investments,Netherlands,,TRUE,D,M,4/28/1938 0:00,Melchers,Hans,,45020.20903,,,1938,4,28,115.91,2.6,9.0907E+11,85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
1164,2600,Food & Beverage,C. Dean Metropoulos,76,United States,Palm Beach,Investments,Food & Beverage,United States,,TRUE,D,M,16927,Metropoulos,C. Dean,,45020.20903,Florida,South,1946,5,5,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Manufacturing,Hans Georg Naeder,61,Germany,Duderstadt,Prosthetics,Manufacturing,Germany,,FALSE,E,M,22380,Naeder,Hans Georg,,45020.20903,,,1961,9,4,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Fashion & Retail,Falguni Nayar,60,India,Mumbai,Retailing,Fashion & Retail,India,Nykaa,TRUE,D,F,2/19/1963 0:00,Nayar,Falguni,Founder & CEO,45020.20903,,,1963,2,19,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1164,2600,Finance & Investments,James Packer,55,United States,Los Angeles,Investments,Finance & Investments,Australia,,FALSE,D,M,24693,Packer,James,,45020.20903,California,West,1967,9,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Logistics,Alexander Ponomarenko,58,Russia,Moscow,"Real estate, airport",Logistics,Russia,,TRUE,U,M,10/27/1964 0:00,Ponomarenko,Alexander,,45020.20903,,,1964,10,27,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1164,2600,Finance & Investments,Nicholas Pritzker,79,United States,Nicasio,"Hotels, investments",Finance & Investments,United States,,FALSE,D,M,16072,Pritzker,Nicholas,,45020.20903,California,West,1944,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Food & Beverage,Alejandro Santo Domingo,46,United States,New York,Beer,Food & Beverage,United States,,FALSE,E,M,2/13/1977 0:00,Santo Domingo,Alejandro,,45020.20903,New York,Northeast,1977,2,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Technology,Steven Sarowitz,57,United States,Highland Park,Payroll software,Technology,United States,,TRUE,D,M,23934,Sarowitz,Steven,,45020.20903,Illinois,Midwest,1965,11,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Automotive,Maria-Elisabeth Schaeffler-Thumann,81,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,FALSE,U,F,8/17/1941 0:00,Schaeffler-Thumann,Maria-Elisabeth,,45020.20903,,,1941,8,17,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Healthcare,Leonard Schleifer,70,United States,Tarrytown,Pharmaceuticals,Healthcare,United States,Regeneron Pharmaceuticals,TRUE,U,M,19182,Schleifer,Leonard,CEO and Founder,45020.20903,New York,Northeast,1952,7,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Manufacturing,Dieter Schnabel,77,Germany,Hamburg,Chemicals,Manufacturing,Germany,,FALSE,U,M,16803,Schnabel,Dieter,,45020.20903,,,1946,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Energy,Michael S. Smith,67,United States,Miami Beach,Liquefied natural gas,Energy,United States,,TRUE,U,M,20337,Smith,Michael S.,Investor,45020.20903,Florida,South,1955,5,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Manufacturing,Julia Thiele-Schuerhoff,51,Germany,Munich,"Brakes, investments",Manufacturing,Germany,,FALSE,D,F,26299,Thiele-Schuerhoff,Julia,,45020.20903,,,1972,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Food & Beverage,John Tyson & family,69,United States,Springdale,Food processing,Food & Beverage,United States,,FALSE,D,M,19488,Tyson,John,,45020.20903,Arkansas,South,1953,9,5,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Construction & Engineering,Jurgen Wirtgen,57,,,Construction Vehicles,Construction & Engineering,Germany,,FALSE,N,M,23749,Wirtgen,Jurgen,,45020.20903,,,1965,7,1,,,,,,,,,,,
1164,2600,Construction & Engineering,Stefan Wirtgen,52,,,Construction Vehicles,Construction & Engineering,Germany,,FALSE,N,M,25575,Wirtgen,Stefan,,45020.20903,,,1970,7,1,,,,,,,,,,,
1164,2600,Technology,Zhao Lixin,57,China,Shanghai,Electronics,Technology,China,,TRUE,D,M,24108,Zhao,Lixin,,45020.20903,,,1966,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Technology,Hongyi Zhou,52,China,Beijing,Security software,Technology,China,,TRUE,U,M,25578,Zhou,Hongyi,,45020.20903,,,1970,10,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,Food & Beverage,S. Daniel Abraham,98,United States,Palm Beach,Slim-Fast,Food & Beverage,United States,S. Daniel Abraham Center for Middle East Peace,TRUE,U,M,8/15/1924 0:00,Abraham,S. Daniel,Chairman,45020.20903,Florida,South,1924,8,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Fashion & Retail,Bill Alfond,74,United States,Boston,Shoes,Fashion & Retail,United States,,FALSE,D,M,5/16/1948 0:00,Alfond,Bill,,45020.20903,Massachusetts,Northeast,1948,5,16,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Fashion & Retail,Susan Alfond,77,United States,Scarborough,Shoes,Fashion & Retail,United States,,FALSE,D,F,7/19/1945 0:00,Alfond,Susan,,45020.20903,Maine,Northeast,1945,7,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Fashion & Retail,Ted Alfond,78,United States,Weston,Shoes,Fashion & Retail,United States,,FALSE,D,M,8/19/1944 0:00,Alfond,Ted,,45020.20903,Massachusetts,Northeast,1944,8,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Construction & Engineering,Riley Bechtel & family,71,United States,San Francisco,"Engineering, construction",Construction & Engineering,United States,Bechtel Corp.,FALSE,D,M,3/25/1952 0:00,Bechtel,Riley,former Chairman and CEO,45020.20903,California,West,1952,3,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Diversified,Thor Bjorgolfsson,56,United Kingdom,London,Investments,Diversified,Iceland,,TRUE,E,M,3/19/1967 0:00,Bjorgolfsson,Thor,,45020.20903,,,1967,3,19,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1217,2500,Food & Beverage,Charles Bronfman,91,United States,Palm Beach,Liquor,Food & Beverage,Canada,,FALSE,E,M,6/27/1931 0:00,Bronfman,Charles,,45020.20903,Florida,South,1931,6,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Food & Beverage,Vivek Chand Burman,85,India,Delhi,Consumer goods,Food & Beverage,India,,FALSE,D,M,4/28/1937 0:00,Burman,Vivek Chand,,45020.20903,,,1937,4,28,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Automotive,Herb Chambers,81,United States,Boston,Car dealerships,Automotive,United States,,TRUE,U,M,15342,Chambers,Herb,,45020.20903,Massachusetts,Northeast,1942,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Media & Entertainment,Cheng Yixiao,39,China,Beijing,Video streaming app,Media & Entertainment,China,,TRUE,D,M,30682,Cheng,Yixiao,,45020.20903,,,1984,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,Food & Beverage,Andrew Cherng,75,United States,Las Vegas,Fast food,Food & Beverage,United States,,TRUE,Split Family Fortune,M,17567,Cherng,Andrew,,45020.20903,Nevada,West,1948,4,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Food & Beverage,Peggy Cherng,75,United States,Las Vegas,Fast food,Food & Beverage,United States,,TRUE,Split Family Fortune,F,12/18/1947 0:00,Cherng,Peggy,,45020.20903,Nevada,West,1947,12,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Finance & Investments,Leon G. Cooperman,79,United States,Boca Raton,Hedge funds,Finance & Investments,United States,"Omega Advisors, Inc.",TRUE,E,M,4/25/1943 0:00,Cooperman,Leon G.,Founder,45020.20903,Florida,South,1943,4,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Manufacturing,Yadu Hari Dalmia & family,75,India,Delhi,Cement,Manufacturing,India,,FALSE,U,M,17204,Dalmia,Yadu Hari,,45020.20903,,,1947,6,2,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Food & Beverage,Henry Davis,72,United States,Omaha,Beef processing,Food & Beverage,United States,,FALSE,U,M,2/16/1951 0:00,Davis,Henry,,45020.20903,Nebraska,Midwest,1951,2,16,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Metals & Mining,Oleg Deripaska,55,Russia,Moscow,"Aluminum, utilities",Metals & Mining,Russia,,TRUE,U,M,24869,Deripaska,Oleg,,45020.20903,,,1968,1,2,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1217,2500,Technology,Sergey Dmitriev,57,Cyprus,Paralimni,Software,Technology,Cyprus,,TRUE,D,M,24414,Dmitriev,Sergey,,45020.20903,,,1966,3,11,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859
1217,2500,Finance & Investments,Joseph Edelman,67,United States,New York,Hedge funds,Finance & Investments,United States,Perceptive Advisors,TRUE,D,M,20368,Edelman,Joseph,Founder & CEO,45020.20903,New York,Northeast,1955,6,10,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Manufacturing,Sandeep Engineer,61,India,Ahmedabad,Plastic pipes,Manufacturing,India,,TRUE,D,M,22590,Engineer,Sandeep,,45020.20903,,,1961,5,11,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Energy,Alceu Elias Feldmann & family,73,Brazil,Curitiba,Fertilizer,Energy,Brazil,,TRUE,D,M,17905,Feldmann,Alceu Elias,,45020.20903,,,1949,7,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1217,2500,Technology,Serge Godin,73,Canada,Westmount,Information technology,Technology,Canada,CGI Group,TRUE,U,M,11/17/1949 0:00,Godin,Serge,Chairman and CEO,45020.20903,,,1949,11,17,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1217,2500,Finance & Investments,Alec Gores,70,United States,Beverly Hills,Private equity,Finance & Investments,United States,,TRUE,D,M,3/18/1953 0:00,Gores,Alec,,45020.20903,California,West,1953,3,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Fashion & Retail,Bill Haslam,64,United States,Knoxville,Gas stations,Fashion & Retail,United States,,FALSE,U,M,8/23/1958 0:00,Haslam,Bill,,45020.20903,Tennessee,South,1958,8,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
